page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
601986,General Olga (Earth-616),\/General_Olga_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Apr-53,1953.0
600809,Manchuria Mary (Earth-616),\/Manchuria_Mary_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,5.0,Feb-53,1953.0
106413,Medusa (Earth-616),\/Medusa_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,5.0,Jan-53,1953.0
13110,Nina Tsiolkovsky (Earth-616),\/Nina_Tsiolkovsky_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Oct-62,1962.0
340339,Ducharme (Earth-616),\/Ducharme_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Sep-74,1974.0
34601,Tara (Children of the Comet) (Earth-616),\/Tara_(Children_of_the_Comet)_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,5.0,Feb-74,1974.0
236291,James Mandarin (Earth-616),\/James_Mandarin_(Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Living Characters,5.0,Jun-76,1976.0
43145,Vera Gemini (Earth-616),\/Vera_Gemini_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,5.0,Apr-78,1978.0
450596,Rachel Sweet (Earth-616),\/Rachel_Sweet_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,5.0,Jan-80,1980.0
172914,Jolena (Earth-616),\/Jolena_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Jun-82,1982.0
16036,Mary Brown (Karisma) (Earth-616),\/Mary_Brown_(Karisma)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,5.0,May-84,1984.0
458723,Torso (Earth-616),\/Torso_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5.0,Jun-84,1984.0
639352,Cyndi (Legion Personality) (Earth-616),\/Cyndi_(Legion_Personality)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,May-85,1985.0
4322,Lillian von Loont (Earth-616),\/Lillian_von_Loont_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,5.0,Mar-85,1985.0
249832,Modgud (Earth-616),\/Modgud_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,5.0,Nov-85,1985.0
628644,Elena von Lundt (Earth-616),\/Elena_von_Lundt_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Jan-86,1986.0
43765,Voroshilov (Earth-616),\/Voroshilov_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5.0,Jul-90,1990.0
43760,Xa (Earth-616),\/Xa_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,5.0,Dec-90,1990.0
66406,Beauty (Earth-616),\/Beauty_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,5.0,Mar-91,1991.0
16355,Charm (Weird Sisters) (Earth-616),\/Charm_(Weird_Sisters)_(Earth-616),Secret Identity,Bad Characters,,Auburn Hair,Female Characters,,Living Characters,5.0,Mar-91,1991.0
18797,Ice Princess (Earth-616),\/Ice_Princess_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5.0,Jul-91,1991.0
18783,Truth (Earth-616),\/Truth_(Earth-616),Secret Identity,Bad Characters,,Auburn Hair,Female Characters,,Living Characters,5.0,Mar-91,1991.0
79508,Alizon Baunacha (Earth-616),\/Alizon_Baunacha_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,5.0,Dec-92,1992.0
16728,Gale Cameron (Earth-616),\/Gale_Cameron_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Jul-92,1992.0
16774,Gillian Pritikin (Earth-616),\/Gillian_Pritikin_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,5.0,Jul-92,1992.0
36173,Marya Meshkov (Earth-616),\/Marya_Meshkov_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5.0,Oct-92,1992.0
248203,Tanuta Umbotha (Earth-616),\/Tanuta_Umbotha_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,,Living Characters,5.0,Aug-92,1992.0
297957,Erynys (Earth-616),\/Erynys_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Nov-93,1993.0
30351,Metarchus (Earth-616),\/Metarchus_(Earth-616),,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,5.0,Dec-93,1993.0
45628,Talla Ron (Earth-616),\/Talla_Ron_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Aug-93,1993.0
391313,Dry (Soldiers of Misfortune) (Earth-616),\/Dry_(Soldiers_of_Misfortune)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Dec-94,1994.0
21541,Malachi (Earth-616),\/Malachi_(Earth-616),,Bad Characters,White Eyes,Black Hair,Female Characters,,Living Characters,5.0,May-94,1994.0
95516,Old Woman (Earth-616),\/Old_Woman_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5.0,Dec-94,1994.0
340331,Doctor Weisman (Earth-616),\/Doctor_Weisman_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,5.0,Jul-95,1995.0
114041,Linette Martinez (Earth-616),\/Linette_Martinez_(Earth-616),,Bad Characters,,Brown Hair,Female Characters,,Living Characters,5.0,Dec-95,1995.0
595093,Martha Paterson (Earth-616),\/Martha_Paterson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,5.0,Oct-95,1995.0
9516,Emma Steed (Earth-616),\/Emma_Steed_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Apr-96,1996.0
2516,Jane Hampshire (Earth-616),\/Jane_Hampshire_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Pink Hair,Female Characters,,Living Characters,5.0,Apr-96,1996.0
113448,Madame Hydra (Heroes Reborn) (Earth-616),\/Madame_Hydra_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,5.0,Nov-96,1996.0
402128,Tisiphone (Furies) (Earth-616),\/Tisiphone_(Furies)_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,5.0,Sep-96,1996.0
92291,Bianca LaNeige (Earth-616),\/Bianca_LaNeige_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Purple Hair,Female Characters,,Living Characters,5.0,Jul-98,1998.0
39477,M-Plate (Earth-616),\/M-Plate_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,5.0,Jan-98,1998.0
25513,Elizabeth Bliss (Earth-616),\/Elizabeth_Bliss_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Sep-99,1999.0
9812,Gianna Esperanza (Earth-616),\/Gianna_Esperanza_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,5.0,Mar-99,1999.0
5472,Nicolette Giroux (Earth-616),\/Nicolette_Giroux_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,5.0,Nov-99,1999.0
238357,Intelligentsia (Earth-616),\/Intelligentsia_(Earth-616),Secret Identity,Bad Characters,,No Hair,Female Characters,,Living Characters,5.0,Aug-00,2000.0
12233,Big Mother (Earth-616),\/Big_Mother_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,5.0,Aug-01,2001.0
2051,Lupa (Savage Land Mutate) (Earth-616),\/Lupa_(Savage_Land_Mutate)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyeballs,Black Hair,Female Characters,,Living Characters,5.0,Dec-01,2001.0
550528,Thaiis (Earth-616),\/Thaiis_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Jul-01,2001.0
243064,Una-Rogg (Earth-616),\/Una-Rogg_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,5.0,Jan-01,2001.0
506732,Cilla (Earth-616),\/Cilla_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5.0,May-02,2002.0
42250,Madam Rapier (Earth-616),\/Madam_Rapier_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,5.0,Aug-02,2002.0
16286,Astrid Bloom (Earth-616),\/Astrid_Bloom_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Oct-04,2004.0
18336,Helena Carlson (Earth-616),\/Helena_Carlson_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Jul-04,2004.0
36570,Morwen (Earth-616),\/Morwen_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,5.0,Mar-04,2004.0
16923,Rolling Thunder (Earth-616),\/Rolling_Thunder_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,Mar-04,2004.0
32470,Aguja (Earth-616),\/Aguja_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,5.0,Sep-06,2006.0
483982,Aghanne (Earth-616),\/Aghanne_(Earth-616),,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,5.0,Feb-07,2007.0
292346,"Carol Danvers (Retro, Skrull) (Earth-616)","\/Carol_Danvers_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,5.0,Jun-08,2008.0
167855,Criti Noll (Earth-616),\/Criti_Noll_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,5.0,Aug-08,2008.0
440520,Cut (Wendy) (Earth-616),\/Cut_(Wendy)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5.0,Jan-08,2008.0
169312,DeHalle (Earth-616),\/DeHalle_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,White Hair,Female Characters,,Living Characters,5.0,Oct-08,2008.0
292360,Jessica Jones (Skrull) (Earth-616),\/Jessica_Jones_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,5.0,Jun-08,2008.0
95076,Phaedra (Earth-616),\/Phaedra_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Jan-08,2008.0
95050,Siri (Earth-616),\/Siri_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,5.0,Jun-08,2008.0
278880,Alflyse (Earth-616),\/Alflyse_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,5.0,Oct-09,2009.0
278877,Erin Cicero (Earth-616),\/Erin_Cicero_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Auburn Hair,Female Characters,,Deceased Characters,5.0,Oct-09,2009.0
339700,Liana Feeser (Earth-616),\/Liana_Feeser_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,5.0,Aug-10,2010.0
397889,Noelle Blanc (Earth-616),\/Noelle_Blanc_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,5.0,Dec-10,2010.0
471616,Sylvius (Earth-616),\/Sylvius_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,5.0,Jun-10,2010.0
468710,Deidre Wentworth (Earth-11418),\/Deidre_Wentworth_(Earth-11418),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,5.0,Aug-11,2011.0
513813,Gari Oyle (Earth-616),\/Gari_Oyle_(Earth-616),Public Identity,Bad Characters,Yellow Eyes,Brown Hair,Female Characters,,Living Characters,5.0,Apr-12,2012.0
566133,Goat-Faced Girl (Earth-616),\/Goat-Faced_Girl_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5.0,Dec-12,2012.0
539684,Zoe Walsh (Earth-616),\/Zoe_Walsh_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5.0,Sep-12,2012.0
682165,Balda (Earth-616),\/Balda_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,5.0,May-13,2013.0
682163,Daggaerdh (Earth-616),\/Daggaerdh_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,5.0,May-13,2013.0
629255,Mondo (Mojoverse),\/Mondo_(Mojoverse),Secret Identity,Bad Characters,White Eyes,Bald,Female Characters,,Living Characters,5.0,Jan-13,2013.0
682161,Nedra (Doom Maidens) (Earth-616),\/Nedra_(Doom_Maidens)_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,5.0,May-13,2013.0
682169,Sigotta (Earth-616),\/Sigotta_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,5.0,May-13,2013.0
422875,Fantasma (Dark Ocean Society) (Earth-616),\/Fantasma_(Dark_Ocean_Society)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,,
36138,Rapture (Contingency) (Earth-616),\/Rapture_(Contingency)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5.0,,
628684,Infestation (Earth-616),\/Infestation_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,5.0,,
682481,Leah (Construct) (Earth-616),\/Leah_(Construct)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,,Female Characters,,Living Characters,5.0,,
606587,Kaesong Katie (Earth-616),\/Kaesong_Katie_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Jun-53,1953.0
2436,Mary Stenson (Earth-616),\/Mary_Stenson_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4.0,Sep-62,1962.0
26410,Ultrana (Earth-616),\/Ultrana_(Earth-616),,Bad Characters,Green Eyes,White Hair,Female Characters,,Living Characters,4.0,Jan-67,1967.0
34114,Ebora (Earth-616),\/Ebora_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Nov-72,1972.0
109742,Black Mariah (Earth-616),\/Black_Mariah_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jan-73,1973.0
249902,Virago (Earth-616),\/Virago_(Earth-616),,Bad Characters,Orange Eyes,Green Hair,Female Characters,,Living Characters,4.0,Aug-73,1973.0
643330,Celestia Denton (Earth-616),\/Celestia_Denton_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,4.0,Nov-74,1974.0
66260,Matilda von Tromp (Earth-616),\/Matilda_von_Tromp_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,4.0,Jan-76,1976.0
658836,Pisces (LMD) (Earth-616),\/Pisces_(LMD)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Aug-77,1977.0
1158,Narda Ravanna (Earth-616),\/Narda_Ravanna_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jun-80,1980.0
36942,Shialmar (Earth-616),\/Shialmar_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Oct-80,1980.0
465048,Wraith High Witch (Earth-616),\/Wraith_High_Witch_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,4.0,Aug-82,1982.0
341235,Alma Chalmers (Earth-616),\/Alma_Chalmers_(Earth-616),,Bad Characters,,Grey Hair,Female Characters,,Living Characters,4.0,Jul-84,1984.0
39596,Jacqueline Trufaut (Earth-616),\/Jacqueline_Trufaut_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Sep-84,1984.0
261290,Marge Smith (Earth-616),\/Marge_Smith_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Dec-84,1984.0
705789,Lois (Earth-616),\/Lois_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,4.0,Apr-86,1986.0
251495,Uglitha (Earth-616),\/Uglitha_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,May-86,1986.0
16131,Butte (Earth-616),\/Butte_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4.0,Feb-87,1987.0
182118,Josey Thomas (Earth-616),\/Josey_Thomas_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4.0,Aug-88,1988.0
63095,Veronica Langkowski (Earth-616),\/Veronica_Langkowski_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4.0,Jun-88,1988.0
683747,Iris Green (Earth-616),\/Iris_Green_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4.0,Jul-89,1989.0
32573,Madame Reneau (Earth-616),\/Madame_Reneau_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Nov-90,1990.0
16694,White Noise (Earth-616),\/White_Noise_(Earth-616),Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Jun-90,1990.0
35694,Mysteria Winters (Earth-616),\/Mysteria_Winters_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Jul-91,1991.0
401303,Katherine Petrezyn (Earth-616),\/Katherine_Petrezyn_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Dec-92,1992.0
728607,Lupe (Werewolf) (Earth-616),\/Lupe_(Werewolf)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4.0,Jul-92,1992.0
16969,Marilyn Maycroft (Earth-616),\/Marilyn_Maycroft_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jun-92,1992.0
629849,Miyami (Earth-616),\/Miyami_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Jan-92,1992.0
250546,Sadae Tsumura (Earth-616),\/Sadae_Tsumura_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Pink Hair,Female Characters,,Deceased Characters,4.0,Sep-92,1992.0
727042,Tequila (Earth-616),\/Tequila_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4.0,Oct-92,1992.0
18603,Tess Walker (Earth-616),\/Tess_Walker_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,4.0,May-92,1992.0
16780,Amie Zamborano (Earth-616),\/Amie_Zamborano_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Oct-93,1993.0
16905,Anastasia Summit (Earth-616),\/Anastasia_Summit_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,4.0,Oct-93,1993.0
43858,Fetish (Coven) (Earth-616),\/Fetish_(Coven)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Jul-93,1993.0
248194,Firestryke (Earth-616),\/Firestryke_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Oct-93,1993.0
19602,Shelob (Earth-616),\/Shelob_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4.0,Jun-93,1993.0
339106,Fireball (Earth-616),\/Fireball_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4.0,Jan-94,1994.0
34679,Pandara (Earth-616),\/Pandara_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,4.0,Jan-94,1994.0
171677,Phantome (Earth-616),\/Phantome_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4.0,Jun-94,1994.0
36939,Xaos (Earth-616),\/Xaos_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4.0,May-94,1994.0
40702,Astrid Mordo (Earth-616),\/Astrid_Mordo_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Feb-96,1996.0
16625,Loss (Gene Nation) (Earth-616),\/Loss_(Gene_Nation)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4.0,Apr-96,1996.0
347136,Mantis (Heroes Reborn) (Earth-616),\/Mantis_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Dec-96,1996.0
29895,Nephri (Earth-616),\/Nephri_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,4.0,Oct-96,1996.0
401684,Ripper (Earth-616),\/Ripper_(Earth-616),Secret Identity,Bad Characters,Silver Eyes,White Hair,Female Characters,,Deceased Characters,4.0,May-96,1996.0
31379,Virgo (Ecliptic) (Earth-616),\/Virgo_(Ecliptic)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Aug-97,1997.0
25000,Pandemonia (Earth-616),\/Pandemonia_(Earth-616),,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Aug-98,1998.0
16206,Anais (Earth-616),\/Anais_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,4.0,Oct-00,2000.0
9786,Blackwing (Heavy Mettle) (Earth-616),\/Blackwing_(Heavy_Mettle)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Jan-00,2000.0
501869,Helen Burnside (Earth-616),\/Helen_Burnside_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,May-00,2000.0
16508,Inza (Earth-616),\/Inza_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Nov-01,2001.0
278334,Catastrophe Jen (Earth-616),\/Catastrophe_Jen_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,4.0,May-03,2003.0
16402,Dervish (Spikes) (Earth-616),\/Dervish_(Spikes)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,4.0,Jan-03,2003.0
62875,Sheila Donner (Earth-616),\/Sheila_Donner_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jul-03,2003.0
531166,Asahiri Aoki (Earth-616),\/Asahiri_Aoki_(Earth-616),Secret Identity,Bad Characters,,Auburn Hair,Female Characters,,Living Characters,4.0,May-04,2004.0
12752,Deborah Bertrand (Earth-616),\/Deborah_Bertrand_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Oct-04,2004.0
44900,Leyla (Earth-616),\/Leyla_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Jun-04,2004.0
47586,Salamandra (Earth-616),\/Salamandra_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Aug-04,2004.0
56127,Sheila DeSoto (Earth-616),\/Sheila_DeSoto_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,4.0,Nov-04,2004.0
44050,Bloodtide (Atlantean) (Earth-616),\/Bloodtide_(Atlantean)_(Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,4.0,Jan-05,2005.0
557396,Julia Black (Earth-616),\/Julia_Black_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,4.0,Jun-05,2005.0
40106,Noreen Tanaka (Earth-616),\/Noreen_Tanaka_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Apr-05,2005.0
491059,Raina (Earth-616),\/Raina_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4.0,Apr-05,2005.0
318620,Greta Abbott (Earth-616),\/Greta_Abbott_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,4.0,Feb-06,2006.0
39455,Cadena (Earth-616),\/Cadena_(Earth-616),Secret Identity,Bad Characters,,Bald,Female Characters,,Living Characters,4.0,Jan-07,2007.0
666146,Forget-Me-Not (Earth-616),\/Forget-Me-Not_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,4.0,Aug-07,2007.0
292361,"Barbara Morse (Retro, Skrull) (Earth-616)","\/Barbara_Morse_(Retro,_Skrull)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,4.0,Jun-08,2008.0
278871,Rana Philips (Earth-616),\/Rana_Philips_(Earth-616),Secret Identity,Bad Characters,Yellow Eyeballs,Green Hair,Female Characters,,Deceased Characters,4.0,Oct-09,2009.0
485866,Arachne (Earth-616),\/Arachne_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,4.0,Jan-10,2010.0
389781,Corregidora (Earth-616),\/Corregidora_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Sep-10,2010.0
470194,Linda Lewis (Zombie Clone) (Earth-616),\/Linda_Lewis_(Zombie_Clone)_(Earth-616),Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,,Deceased Characters,4.0,May-11,2011.0
438186,Rococo (Earth-616),\/Rococo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,4.0,May-11,2011.0
575691,Calcabrina (Earth-616),\/Calcabrina_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4.0,Dec-12,2012.0
503135,Death-Stalker (Earth-616),\/Death-Stalker_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,4.0,Feb-12,2012.0
584167,Esmeralda Lobo (Earth-616),\/Esmeralda_Lobo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,4.0,Feb-13,2013.0
682173,Hermotha (Earth-616),\/Hermotha_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,4.0,May-13,2013.0
721355,Miss Coriander (Earth-616),\/Miss_Coriander_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,4.0,Jun-13,2013.0
743195,Queen of Angels (Earth-616),\/Queen_of_Angels_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,,
729756,Viciada (Earth-616),\/Viciada_(Earth-616),No Dual Identity,Bad Characters,Purple Eyes,Bald,Female Characters,,Living Characters,4.0,,
670229,Elizabeth Braddock (Revenant) (Earth-616),\/Elizabeth_Braddock_(Revenant)_(Earth-616),Secret Identity,Bad Characters,Violet Eyes,Purple Hair,Female Characters,,Deceased Characters,4.0,,
